X,Y
91,72
92,72
99,72
100,72
101,72
144,72
145,72
146,72
147,72
157,72
158,72
159,72
160,72
32,73
33,73
34,73
35,73
44,73
45,73
46,73
90,73
91,73
92,73
93,73
98,73
99,73
100,73
101,73
145,73
146,73
147,73
148,73
157,73
158,73
159,73
32,74
33,74
34,74
35,74
44,74
45,74
46,74
91,74
92,74
93,74
98,74
99,74
100,74
145,74
146,74
147,74
148,74
157,74
158,74
159,74
33,75
34,75
35,75
36,75
43,75
44,75
45,75
46,75
91,75
92,75
93,75
94,75
97,75
98,75
99,75
100,75
146,75
147,75
148,75
149,75
156,75
157,75
158,75
159,75
34,76
35,76
36,76
37,76
42,76
43,76
44,76
45,76
92,76
93,76
94,76
95,76
96,76
97,76
98,76
99,76
147,76
148,76
149,76
150,76
155,76
156,76
157,76
158,76
35,77
36,77
37,77
38,77
41,77
42,77
43,77
44,77
92,77
93,77
94,77
95,77
96,77
97,77
98,77
99,77
148,77
149,77
150,77
151,77
154,77
155,77
156,77
157,77
36,78
37,78
38,78
39,78
40,78
41,78
42,78
43,78
93,78
94,78
95,78
96,78
97,78
98,78
149,78
150,78
151,78
152,78
153,78
154,78
155,78
156,78
37,79
38,79
39,79
40,79
41,79
42,79
94,79
95,79
96,79
97,79
150,79
151,79
152,79
153,79
154,79
155,79
38,80
39,80
40,80
41,80
94,80
95,80
96,80
97,80
151,80
152,80
153,80
154,80
36,81
37,81
38,81
39,81
40,81
41,81
42,81
93,81
94,81
95,81
96,81
97,81
98,81
150,81
151,81
152,81
153,81
154,81
155,81
35,82
36,82
37,82
38,82
39,82
40,82
41,82
42,82
43,82
92,82
93,82
94,82
95,82
96,82
97,82
98,82
99,82
149,82
150,82
151,82
152,82
153,82
154,82
155,82
156,82
34,83
35,83
36,83
37,83
38,83
41,83
42,83
43,83
44,83
91,83
92,83
93,83
94,83
97,83
98,83
99,83
100,83
148,83
149,83
150,83
151,83
154,83
155,83
156,83
157,83
33,84
34,84
35,84
36,84
37,84
42,84
43,84
44,84
45,84
90,84
91,84
92,84
93,84
98,84
99,84
100,84
101,84
147,84
148,84
149,84
150,84
155,84
156,84
157,84
158,84
14,85
15,85
16,85
17,85
32,85
33,85
34,85
35,85
36,85
43,85
44,85
45,85
46,85
89,85
90,85
91,85
92,85
99,85
100,85
101,85
102,85
146,85
147,85
148,85
149,85
156,85
157,85
158,85
159,85
175,85
176,85
177,85
11,86
12,86
13,86
14,86
15,86
16,86
17,86
18,86
31,86
32,86
33,86
34,86
35,86
44,86
45,86
46,86
47,86
88,86
89,86
90,86
91,86
100,86
101,86
102,86
103,86
145,86
146,86
147,86
148,86
157,86
158,86
159,86
160,86
173,86
174,86
175,86
176,86
177,86
178,86
179,86
180,86
10,87
11,87
12,87
13,87
14,87
15,87
16,87
17,87
18,87
19,87
30,87
31,87
32,87
33,87
34,87
45,87
46,87
47,87
48,87
64,87
65,87
66,87
67,87
68,87
69,87
70,87
71,87
87,87
88,87
89,87
90,87
101,87
102,87
103,87
104,87
121,87
122,87
123,87
124,87
125,87
126,87
127,87
144,87
145,87
146,87
147,87
158,87
159,87
160,87
161,87
172,87
173,87
174,87
175,87
176,87
177,87
178,87
179,87
180,87
181,87
9,88
10,88
11,88
12,88
13,88
14,88
15,88
16,88
17,88
18,88
19,88
20,88
29,88
30,88
31,88
32,88
33,88
46,88
47,88
48,88
49,88
60,88
61,88
62,88
63,88
64,88
65,88
66,88
67,88
68,88
69,88
70,88
71,88
72,88
73,88
74,88
75,88
86,88
87,88
88,88
89,88
102,88
103,88
104,88
105,88
117,88
118,88
119,88
120,88
121,88
122,88
123,88
124,88
125,88
126,88
127,88
128,88
129,88
130,88
131,88
143,88
144,88
145,88
146,88
159,88
160,88
161,88
162,88
171,88
172,88
173,88
174,88
175,88
176,88
177,88
178,88
179,88
180,88
181,88
182,88
8,89
9,89
10,89
11,89
12,89
13,89
18,89
19,89
20,89
21,89
28,89
29,89
30,89
31,89
32,89
47,89
48,89
49,89
50,89
58,89
59,89
60,89
61,89
62,89
63,89
64,89
65,89
66,89
67,89
68,89
69,89
70,89
71,89
72,89
73,89
74,89
75,89
76,89
77,89
85,89
86,89
87,89
88,89
103,89
104,89
105,89
106,89
115,89
116,89
117,89
118,89
119,89
120,89
121,89
122,89
123,89
124,89
125,89
126,89
127,89
128,89
129,89
130,89
131,89
132,89
133,89
142,89
143,89
144,89
145,89
160,89
161,89
162,89
163,89
170,89
171,89
172,89
173,89
174,89
178,89
179,89
180,89
181,89
182,89
183,89
8,90
9,90
10,90
11,90
19,90
20,90
21,90
22,90
27,90
28,90
29,90
30,90
31,90
48,90
49,90
50,90
51,90
57,90
58,90
59,90
60,90
61,90
62,90
63,90
64,90
65,90
66,90
67,90
68,90
69,90
70,90
71,90
72,90
73,90
74,90
75,90
76,90
77,90
78,90
84,90
85,90
86,90
87,90
104,90
105,90
106,90
107,90
113,90
114,90
115,90
116,90
117,90
118,90
119,90
120,90
121,90
122,90
123,90
124,90
125,90
126,90
127,90
128,90
129,90
130,90
131,90
132,90
133,90
134,90
135,90
141,90
142,90
143,90
144,90
161,90
162,90
163,90
164,90
169,90
170,90
171,90
172,90
173,90
180,90
181,90
182,90
183,90
7,91
8,91
9,91
10,91
20,91
21,91
22,91
23,91
26,91
27,91
28,91
29,91
30,91
49,91
50,91
51,91
52,91
55,91
56,91
57,91
58,91
59,91
60,91
61,91
62,91
63,91
72,91
73,91
74,91
75,91
76,91
77,91
78,91
79,91
80,91
83,91
84,91
85,91
86,91
105,91
106,91
107,91
108,91
112,91
113,91
114,91
115,91
116,91
117,91
118,91
119,91
128,91
129,91
130,91
131,91
132,91
133,91
134,91
135,91
136,91
140,91
141,91
142,91
143,91
162,91
163,91
164,91
165,91
168,91
169,91
170,91
171,91
181,91
182,91
183,91
184,91
7,92
8,92
9,92
21,92
22,92
23,92
24,92
25,92
26,92
27,92
28,92
29,92
50,92
51,92
52,92
53,92
54,92
55,92
56,92
57,92
58,92
59,92
76,92
77,92
78,92
79,92
80,92
81,92
82,92
83,92
84,92
85,92
106,92
107,92
108,92
109,92
110,92
111,92
112,92
113,92
114,92
115,92
116,92
132,92
133,92
134,92
135,92
136,92
137,92
138,92
139,92
140,92
141,92
142,92
163,92
164,92
165,92
166,92
167,92
168,92
169,92
170,92
182,92
183,92
184,92
7,93
8,93
9,93
22,93
23,93
24,93
25,93
26,93
27,93
28,93
51,93
52,93
53,93
54,93
55,93
56,93
57,93
58,93
77,93
78,93
79,93
80,93
81,93
82,93
83,93
84,93
107,93
108,93
109,93
110,93
111,93
112,93
113,93
114,93
134,93
135,93
136,93
137,93
138,93
139,93
140,93
141,93
164,93
165,93
166,93
167,93
168,93
169,93
182,93
183,93
184,93
6,94
7,94
8,94
9,94
23,94
24,94
25,94
26,94
52,94
53,94
54,94
55,94
56,94
79,94
80,94
81,94
82,94
83,94
108,94
109,94
110,94
111,94
112,94
113,94
135,94
136,94
137,94
138,94
139,94
140,94
165,94
166,94
167,94
168,94
182,94
183,94
184,94
7,95
8,95
9,95
22,95
23,95
24,95
25,95
26,95
27,95
28,95
51,95
52,95
53,95
54,95
55,95
56,95
57,95
58,95
77,95
78,95
79,95
80,95
81,95
82,95
83,95
84,95
107,95
108,95
109,95
110,95
111,95
112,95
113,95
114,95
134,95
135,95
136,95
137,95
138,95
139,95
140,95
141,95
164,95
165,95
166,95
167,95
168,95
169,95
182,95
183,95
184,95
7,96
8,96
9,96
21,96
22,96
23,96
24,96
25,96
26,96
27,96
28,96
29,96
50,96
51,96
52,96
53,96
54,96
55,96
56,96
57,96
58,96
59,96
76,96
77,96
78,96
79,96
80,96
81,96
82,96
83,96
84,96
85,96
106,96
107,96
108,96
109,96
110,96
111,96
112,96
113,96
114,96
115,96
116,96
132,96
133,96
134,96
135,96
136,96
137,96
138,96
139,96
140,96
141,96
142,96
163,96
164,96
165,96
166,96
167,96
168,96
169,96
170,96
182,96
183,96
184,96
7,97
8,97
9,97
10,97
20,97
21,97
22,97
23,97
26,97
27,97
28,97
29,97
30,97
49,97
50,97
51,97
52,97
55,97
56,97
57,97
58,97
59,97
60,97
61,97
62,97
63,97
72,97
73,97
74,97
75,97
76,97
77,97
78,97
79,97
80,97
83,97
84,97
85,97
86,97
105,97
106,97
107,97
108,97
112,97
113,97
114,97
115,97
116,97
117,97
118,97
119,97
128,97
129,97
130,97
131,97
132,97
133,97
134,97
135,97
136,97
140,97
141,97
142,97
143,97
162,97
163,97
164,97
165,97
168,97
169,97
170,97
171,97
181,97
182,97
183,97
184,97
8,98
9,98
10,98
11,98
19,98
20,98
21,98
22,98
27,98
28,98
29,98
30,98
31,98
48,98
49,98
50,98
51,98
57,98
58,98
59,98
60,98
61,98
62,98
63,98
64,98
65,98
66,98
67,98
68,98
69,98
70,98
71,98
72,98
73,98
74,98
75,98
76,98
77,98
78,98
84,98
85,98
86,98
87,98
104,98
105,98
106,98
107,98
113,98
114,98
115,98
116,98
117,98
118,98
119,98
120,98
121,98
122,98
123,98
124,98
125,98
126,98
127,98
128,98
129,98
130,98
131,98
132,98
133,98
134,98
135,98
141,98
142,98
143,98
144,98
161,98
162,98
163,98
164,98
169,98
170,98
171,98
172,98
173,98
180,98
181,98
182,98
183,98
8,99
9,99
10,99
11,99
12,99
13,99
14,99
15,99
16,99
17,99
18,99
19,99
20,99
21,99
28,99
29,99
30,99
31,99
32,99
47,99
48,99
49,99
50,99
58,99
59,99
60,99
61,99
62,99
63,99
64,99
65,99
66,99
67,99
68,99
69,99
70,99
71,99
72,99
73,99
74,99
75,99
76,99
77,99
85,99
86,99
87,99
88,99
103,99
104,99
105,99
106,99
115,99
116,99
117,99
118,99
119,99
120,99
121,99
122,99
123,99
124,99
125,99
126,99
127,99
128,99
129,99
130,99
131,99
132,99
133,99
142,99
143,99
144,99
145,99
160,99
161,99
162,99
163,99
170,99
171,99
172,99
173,99
174,99
175,99
176,99
177,99
178,99
179,99
180,99
181,99
182,99
183,99
9,100
10,100
11,100
12,100
13,100
14,100
15,100
16,100
17,100
18,100
19,100
20,100
29,100
30,100
31,100
32,100
33,100
46,100
47,100
48,100
49,100
60,100
61,100
62,100
63,100
64,100
65,100
66,100
67,100
68,100
69,100
70,100
71,100
72,100
73,100
74,100
75,100
86,100
87,100
88,100
89,100
102,100
103,100
104,100
105,100
117,100
118,100
119,100
120,100
121,100
122,100
123,100
124,100
125,100
126,100
127,100
128,100
129,100
130,100
131,100
143,100
144,100
145,100
146,100
159,100
160,100
161,100
162,100
171,100
172,100
173,100
174,100
175,100
176,100
177,100
178,100
179,100
180,100
181,100
182,100
10,101
11,101
12,101
13,101
14,101
15,101
16,101
17,101
18,101
19,101
30,101
31,101
32,101
33,101
34,101
45,101
46,101
47,101
48,101
64,101
65,101
66,101
67,101
68,101
69,101
70,101
71,101
87,101
88,101
89,101
90,101
101,101
102,101
103,101
104,101
121,101
122,101
123,101
124,101
125,101
126,101
127,101
144,101
145,101
146,101
147,101
158,101
159,101
160,101
161,101
172,101
173,101
174,101
175,101
176,101
177,101
178,101
179,101
180,101
181,101
11,102
12,102
13,102
14,102
15,102
16,102
17,102
18,102
31,102
32,102
33,102
34,102
35,102
44,102
45,102
46,102
47,102
88,102
89,102
90,102
91,102
100,102
101,102
102,102
103,102
145,102
146,102
147,102
148,102
157,102
158,102
159,102
160,102
173,102
174,102
175,102
176,102
177,102
178,102
179,102
180,102
32,103
33,103
34,103
35,103
36,103
43,103
44,103
45,103
46,103
89,103
90,103
91,103
92,103
99,103
100,103
101,103
102,103
146,103
147,103
148,103
149,103
156,103
157,103
158,103
159,103
33,104
34,104
35,104
36,104
37,104
42,104
43,104
44,104
45,104
90,104
91,104
92,104
93,104
98,104
99,104
100,104
101,104
147,104
148,104
149,104
150,104
155,104
156,104
157,104
158,104
34,105
35,105
36,105
37,105
38,105
41,105
42,105
43,105
44,105
91,105
92,105
93,105
94,105
97,105
98,105
99,105
100,105
148,105
149,105
150,105
151,105
154,105
155,105
156,105
157,105
35,106
36,106
37,106
38,106
39,106
40,106
41,106
42,106
43,106
92,106
93,106
94,106
95,106
96,106
97,106
98,106
99,106
149,106
150,106
151,106
152,106
153,106
154,106
155,106
156,106
36,107
37,107
38,107
39,107
40,107
41,107
42,107
93,107
94,107
95,107
96,107
97,107
98,107
150,107
151,107
152,107
153,107
154,107
155,107
38,108
39,108
40,108
41,108
94,108
95,108
96,108
97,108
151,108
152,108
153,108
154,108
37,109
38,109
39,109
40,109
41,109
42,109
94,109
95,109
96,109
97,109
150,109
151,109
152,109
153,109
154,109
155,109
36,110
37,110
38,110
39,110
40,110
41,110
42,110
43,110
93,110
94,110
95,110
96,110
97,110
98,110
149,110
150,110
151,110
152,110
153,110
154,110
155,110
156,110
35,111
36,111
37,111
38,111
41,111
42,111
43,111
44,111
92,111
93,111
94,111
95,111
96,111
97,111
98,111
99,111
148,111
149,111
150,111
151,111
154,111
155,111
156,111
157,111
34,112
35,112
36,112
37,112
42,112
43,112
44,112
45,112
92,112
93,112
94,112
95,112
96,112
97,112
98,112
99,112
147,112
148,112
149,112
150,112
155,112
156,112
157,112
158,112
33,113
34,113
35,113
36,113
43,113
44,113
45,113
46,113
91,113
92,113
93,113
94,113
97,113
98,113
99,113
100,113
146,113
147,113
148,113
149,113
156,113
157,113
158,113
159,113
32,114
33,114
34,114
35,114
44,114
45,114
46,114
91,114
92,114
93,114
98,114
99,114
100,114
145,114
146,114
147,114
148,114
157,114
158,114
159,114
32,115
33,115
34,115
35,115
44,115
45,115
46,115
90,115
91,115
92,115
93,115
98,115
99,115
100,115
101,115
145,115
146,115
147,115
148,115
157,115
158,115
159,115
31,116
32,116
33,116
34,116
44,116
45,116
46,116
47,116
90,116
91,116
92,116
99,116
100,116
101,116
144,116
145,116
146,116
147,116
157,116
158,116
159,116
160,116
31,117
32,117
33,117
45,117
46,117
47,117
90,117
91,117
92,117
99,117
100,117
101,117
144,117
145,117
146,117
158,117
159,117
160,117
31,118
32,118
33,118
45,118
46,118
47,118
90,118
91,118
92,118
99,118
100,118
101,118
144,118
145,118
146,118
158,118
159,118
160,118
31,119
32,119
33,119
34,119
45,119
46,119
47,119
89,119
90,119
91,119
100,119
101,119
102,119
144,119
145,119
146,119
147,119
158,119
159,119
160,119
32,120
33,120
34,120
44,120
45,120
46,120
47,120
89,120
90,120
91,120
100,120
101,120
102,120
145,120
146,120
147,120
157,120
158,120
159,120
160,120
32,121
33,121
34,121
44,121
45,121
46,121
47,121
89,121
90,121
91,121
100,121
101,121
102,121
145,121
146,121
147,121
148,121
157,121
158,121
159,121
160,121
32,122
33,122
34,122
35,122
43,122
44,122
45,122
46,122
88,122
89,122
90,122
91,122
100,122
101,122
102,122
145,122
146,122
147,122
148,122
149,122
156,122
157,122
158,122
159,122
33,123
34,123
35,123
36,123
37,123
38,123
39,123
40,123
41,123
42,123
43,123
44,123
45,123
89,123
90,123
91,123
100,123
101,123
102,123
146,123
147,123
148,123
149,123
150,123
151,123
152,123
153,123
154,123
155,123
156,123
157,123
158,123
34,124
35,124
36,124
37,124
38,124
39,124
40,124
41,124
42,124
43,124
44,124
89,124
90,124
91,124
100,124
101,124
102,124
147,124
148,124
149,124
150,124
151,124
152,124
153,124
154,124
155,124
156,124
157,124
35,125
36,125
37,125
38,125
39,125
40,125
41,125
42,125
43,125
89,125
90,125
91,125
100,125
101,125
102,125
148,125
149,125
150,125
151,125
152,125
153,125
154,125
155,125
156,125
36,126
37,126
38,126
39,126
40,126
41,126
42,126
89,126
90,126
91,126
92,126
99,126
100,126
101,126
102,126
150,126
151,126
152,126
153,126
154,126
155,126
90,127
91,127
92,127
99,127
100,127
101,127
90,128
91,128
92,128
99,128
100,128
101,128
90,129
91,129
92,129
99,129
100,129
101,129
90,130
91,130
92,130
93,130
98,130
99,130
100,130
101,130
91,131
92,131
93,131
94,131
97,131
98,131
99,131
100,131
91,132
92,132
93,132
94,132
97,132
98,132
99,132
100,132
92,133
93,133
94,133
95,133
96,133
97,133
98,133
99,133
93,134
94,134
95,134
96,134
97,134
98,134
93,135
94,135
95,135
96,135
97,135
98,135
94,136
95,136
96,136
97,136
93,137
94,137
95,137
96,137
97,137
98,137
92,138
93,138
94,138
95,138
96,138
97,138
98,138
99,138
91,139
92,139
93,139
94,139
97,139
98,139
99,139
100,139
90,140
91,140
92,140
93,140
94,140
97,140
98,140
99,140
100,140
101,140
89,141
90,141
91,141
92,141
93,141
98,141
99,141
100,141
101,141
102,141
71,142
72,142
73,142
88,142
89,142
90,142
91,142
92,142
99,142
100,142
101,142
102,142
103,142
118,142
119,142
120,142
68,143
69,143
70,143
71,143
72,143
73,143
74,143
75,143
87,143
88,143
89,143
90,143
91,143
100,143
101,143
102,143
103,143
104,143
116,143
117,143
118,143
119,143
120,143
121,143
122,143
123,143
67,144
68,144
69,144
70,144
71,144
72,144
73,144
74,144
75,144
76,144
86,144
87,144
88,144
89,144
90,144
101,144
102,144
103,144
104,144
105,144
115,144
116,144
117,144
118,144
119,144
120,144
121,144
122,144
123,144
124,144
125,144
66,145
67,145
68,145
69,145
70,145
71,145
72,145
73,145
74,145
75,145
76,145
77,145
85,145
86,145
87,145
88,145
89,145
102,145
103,145
104,145
105,145
106,145
114,145
115,145
116,145
117,145
118,145
119,145
120,145
121,145
122,145
123,145
124,145
125,145
126,145
65,146
66,146
67,146
68,146
69,146
70,146
74,146
75,146
76,146
77,146
78,146
84,146
85,146
86,146
87,146
88,146
103,146
104,146
105,146
106,146
107,146
113,146
114,146
115,146
116,146
117,146
121,146
122,146
123,146
124,146
125,146
126,146
127,146
64,147
65,147
66,147
67,147
75,147
76,147
77,147
78,147
79,147
83,147
84,147
85,147
86,147
87,147
104,147
105,147
106,147
107,147
108,147
112,147
113,147
114,147
115,147
116,147
124,147
125,147
126,147
127,147
64,148
65,148
66,148
77,148
78,148
79,148
80,148
83,148
84,148
85,148
86,148
105,148
106,148
107,148
108,148
111,148
112,148
113,148
114,148
125,148
126,148
127,148
64,149
65,149
66,149
78,149
79,149
80,149
81,149
82,149
83,149
84,149
85,149
106,149
107,149
108,149
109,149
110,149
111,149
112,149
113,149
125,149
126,149
127,149
64,150
65,150
66,150
79,150
80,150
81,150
82,150
83,150
84,150
107,150
108,150
109,150
110,150
111,150
112,150
125,150
126,150
127,150
63,151
64,151
65,151
66,151
80,151
81,151
82,151
83,151
108,151
109,151
110,151
111,151
125,151
126,151
127,151
64,152
65,152
66,152
79,152
80,152
81,152
82,152
83,152
84,152
107,152
108,152
109,152
110,152
111,152
112,152
125,152
126,152
127,152
64,153
65,153
66,153
78,153
79,153
80,153
81,153
82,153
83,153
84,153
85,153
106,153
107,153
108,153
109,153
110,153
111,153
112,153
113,153
125,153
126,153
127,153
64,154
65,154
66,154
67,154
77,154
78,154
79,154
80,154
83,154
84,154
85,154
86,154
105,154
106,154
107,154
108,154
111,154
112,154
113,154
114,154
124,154
125,154
126,154
127,154
65,155
66,155
67,155
68,155
69,155
74,155
75,155
76,155
77,155
78,155
79,155
84,155
85,155
86,155
87,155
104,155
105,155
106,155
107,155
112,155
113,155
114,155
115,155
116,155
117,155
122,155
123,155
124,155
125,155
126,155
127,155
66,156
67,156
68,156
69,156
70,156
71,156
72,156
73,156
74,156
75,156
76,156
77,156
78,156
85,156
86,156
87,156
88,156
103,156
104,156
105,156
106,156
113,156
114,156
115,156
116,156
117,156
118,156
119,156
120,156
121,156
122,156
123,156
124,156
125,156
126,156
67,157
68,157
69,157
70,157
71,157
72,157
73,157
74,157
75,157
76,157
77,157
86,157
87,157
88,157
89,157
102,157
103,157
104,157
105,157
114,157
115,157
116,157
117,157
118,157
119,157
120,157
121,157
122,157
123,157
124,157
125,157
68,158
69,158
70,158
71,158
72,158
73,158
74,158
75,158
76,158
87,158
88,158
89,158
90,158
101,158
102,158
103,158
104,158
115,158
116,158
117,158
118,158
119,158
120,158
121,158
122,158
123,158
69,159
70,159
71,159
72,159
